country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Bahrain,BHR,2021-01-27,167731.0,167731.0,,1778.0,3372.0,9.86,9.86,,1982.0,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496
Bahrain,BHR,2021-01-28,169440.0,169440.0,,1709.0,3096.0,9.96,9.96,,1819.0,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496
Bahrain,BHR,2021-01-29,169810.0,169810.0,,370.0,2629.0,9.98,9.98,,1545.0,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496
Bahrain,BHR,2021-01-30,170433.0,170433.0,,623.0,2199.0,10.02,10.02,,1292.0,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496
Bahrain,BHR,2021-01-31,171568.0,171568.0,,1135.0,1841.0,10.08,10.08,,1082.0,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496
Bahrain,BHR,2021-02-01,172912.0,172912.0,,1344.0,1514.0,10.16,10.16,,890.0,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496
Bahrain,BHR,2021-02-02,174075.0,174075.0,,1163.0,1160.0,10.23,10.23,,682.0,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496
Bahrain,BHR,2021-02-03,175094.0,175094.0,,1019.0,1052.0,10.29,10.29,,618.0,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496
Bahrain,BHR,2021-02-04,177233.0,177233.0,,2139.0,1113.0,10.42,10.42,,654.0,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496
Bahrain,BHR,2021-02-05,179550.0,179550.0,,2317.0,1391.0,10.55,10.55,,817.0,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496
Bahrain,BHR,2021-02-06,182543.0,182543.0,,2993.0,1730.0,10.73,10.73,,1017.0,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496
Bahrain,BHR,2021-02-07,191406.0,191406.0,,8863.0,2834.0,11.25,11.25,,1666.0,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496
Bahrain,BHR,2021-02-08,201116.0,201116.0,,9710.0,4029.0,11.82,11.82,,2368.0,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496
Bangladesh,BGD,2021-01-26,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive
Bangladesh,BGD,2021-01-27,26.0,26.0,,26.0,26.0,0.0,0.0,,0.0,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive
Bangladesh,BGD,2021-01-28,567.0,567.0,,541.0,284.0,0.0,0.0,,2.0,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive
Bangladesh,BGD,2021-01-29,,,,,1209.0,,,,7.0,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive
Bangladesh,BGD,2021-01-30,,,,,1671.0,,,,10.0,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive
Bangladesh,BGD,2021-01-31,,,,,1949.0,,,,12.0,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive
Bangladesh,BGD,2021-02-01,,,,,2134.0,,,,13.0,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive
Bangladesh,BGD,2021-02-02,,,,,2266.0,,,,14.0,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive
Bangladesh,BGD,2021-02-03,,,,,2700.0,,,,16.0,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive
Bangladesh,BGD,2021-02-04,,,,,3059.0,,,,19.0,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive
Bangladesh,BGD,2021-02-05,,,,,3059.0,,,,19.0,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive
Bangladesh,BGD,2021-02-06,,,,,3059.0,,,,19.0,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive
Bangladesh,BGD,2021-02-07,31160.0,31160.0,,,3059.0,0.02,0.02,,19.0,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive
Belgium,BEL,2020-12-28,298.0,298.0,,,,0.0,0.0,,,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2020-12-29,299.0,299.0,,1.0,1.0,0.0,0.0,,0.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2020-12-30,778.0,778.0,,479.0,240.0,0.01,0.01,,21.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2020-12-31,787.0,787.0,,9.0,163.0,0.01,0.01,,14.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-01,794.0,794.0,,7.0,124.0,0.01,0.01,,11.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-02,,,,,99.0,,,,9.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-03,,,,,83.0,,,,7.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-04,795.0,795.0,,,71.0,0.01,0.01,,6.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-05,2354.0,2354.0,,1559.0,294.0,0.02,0.02,,25.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-06,6218.0,6218.0,,3864.0,777.0,0.05,0.05,,67.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-07,14340.0,14340.0,,8122.0,1936.0,0.12,0.12,,167.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-08,23484.0,23484.0,,9144.0,3241.0,0.2,0.2,,280.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-09,26671.0,26671.0,,3187.0,3697.0,0.23,0.23,,319.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-10,27067.0,27067.0,,396.0,3753.0,0.23,0.23,,324.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-11,32518.0,32518.0,,5451.0,4532.0,0.28,0.28,,391.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-12,47987.0,47987.0,,15469.0,6519.0,0.41,0.41,,562.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-13,68578.0,68578.0,,20591.0,8909.0,0.59,0.59,,769.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-14,91122.0,91122.0,,22544.0,10969.0,0.79,0.79,,946.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-15,113580.0,113580.0,,22458.0,12871.0,0.98,0.98,,1111.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-16,118563.0,118563.0,,4983.0,13127.0,1.02,1.02,,1133.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-17,121705.0,121705.0,,3142.0,13520.0,1.05,1.05,,1167.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-18,132119.0,132010.0,109.0,10414.0,14229.0,1.14,1.14,0.0,1228.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-19,150657.0,150367.0,290.0,18538.0,14667.0,1.3,1.3,0.0,1266.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-20,170936.0,170224.0,712.0,20279.0,14623.0,1.47,1.47,0.01,1262.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-21,200335.0,199623.0,712.0,29399.0,15602.0,1.73,1.72,0.01,1346.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-22,229010.0,228267.0,743.0,28675.0,16490.0,1.98,1.97,0.01,1423.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-23,236803.0,236053.0,750.0,7793.0,16891.0,2.04,2.04,0.01,1457.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-24,238648.0,237898.0,750.0,1845.0,16706.0,2.06,2.05,0.01,1441.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-25,249150.0,248400.0,750.0,10502.0,16719.0,2.15,2.14,0.01,1443.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-26,260607.0,258499.0,2108.0,11457.0,15707.0,2.25,2.23,0.02,1355.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-27,276515.0,271307.0,5208.0,15908.0,15083.0,2.39,2.34,0.04,1301.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-28,297615.0,285536.0,12079.0,21100.0,13897.0,2.57,2.46,0.1,1199.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-29,315956.0,296182.0,19774.0,18341.0,12421.0,2.73,2.56,0.17,1072.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-30,320130.0,297717.0,22413.0,4174.0,11904.0,2.76,2.57,0.19,1027.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-01-31,321000.0,298281.0,22719.0,870.0,11765.0,2.77,2.57,0.2,1015.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-02-01,327832.0,301868.0,25964.0,6832.0,11240.0,2.83,2.6,0.22,970.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-02-02,348281.0,310480.0,37801.0,20449.0,12525.0,3.01,2.68,0.33,1081.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-02-03,372687.0,318185.0,54502.0,24406.0,13739.0,3.22,2.75,0.47,1185.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-02-04,396286.0,323874.0,72412.0,23599.0,14096.0,3.42,2.79,0.62,1216.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-02-05,415876.0,327924.0,87952.0,19590.0,14274.0,3.59,2.83,0.76,1232.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-02-06,419940.0,328568.0,91372.0,4064.0,14259.0,3.62,2.84,0.79,1230.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Belgium,BEL,2021-02-07,421926.0,328623.0,93303.0,1986.0,14418.0,3.64,2.84,0.81,1244.0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en
Bermuda,BMU,2021-01-10,0.0,,,,,0.0,,,,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-11,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-12,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-13,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-14,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-15,,,,,278.0,,,,4464.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-16,1665.0,,,,278.0,2.67,,,4464.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-17,,,,,264.0,,,,4239.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-18,,,,,250.0,,,,4015.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-19,,,,,236.0,,,,3790.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-20,,,,,222.0,,,,3565.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-21,,,,,209.0,,,,3356.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-22,,,,,195.0,,,,3131.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-23,2932.0,,,,181.0,4.71,,,2907.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-24,,,,,195.0,,,,3131.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-25,,,,,209.0,,,,3356.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-26,,,,,224.0,,,,3597.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-27,,,,,238.0,,,,3822.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-28,,,,,252.0,,,,4047.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-29,,,,,266.0,,,,4272.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bermuda,BMU,2021-01-30,4897.0,,,,281.0,7.86,,,4512.0,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf
Bolivia,BOL,2021-01-28,0.0,,,,,0.0,,,,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/
Bolivia,BOL,2021-01-29,12.0,,,12.0,12.0,0.0,,,1.0,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/
Bolivia,BOL,2021-01-30,39.0,,,27.0,20.0,0.0,,,2.0,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/
Bolivia,BOL,2021-01-31,67.0,,,28.0,22.0,0.0,,,2.0,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/
Bolivia,BOL,2021-02-01,570.0,,,503.0,142.0,0.0,,,12.0,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/
Bolivia,BOL,2021-02-02,1593.0,,,1023.0,319.0,0.01,,,27.0,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/
Bolivia,BOL,2021-02-03,3560.0,,,1967.0,593.0,0.03,,,51.0,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/
Brazil,BRA,2021-01-16,0.0,0.0,,,,0.0,0.0,,,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-17,112.0,112.0,,112.0,112.0,0.0,0.0,,1.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-18,1109.0,1109.0,,997.0,554.0,0.0,0.0,,3.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-19,11470.0,11470.0,,10361.0,3823.0,0.01,0.01,,18.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-20,28543.0,28543.0,,17073.0,7136.0,0.01,0.01,,34.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-21,136519.0,136519.0,,107976.0,27304.0,0.06,0.06,,128.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-22,245877.0,245877.0,,109358.0,40980.0,0.12,0.12,,193.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-23,537774.0,537774.0,,291897.0,76825.0,0.25,0.25,,361.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-24,604722.0,604722.0,,66948.0,86373.0,0.28,0.28,,406.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-25,700608.0,700608.0,,95886.0,99928.0,0.33,0.33,,470.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-26,848883.0,848883.0,,148275.0,119630.0,0.4,0.4,,563.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-27,1129885.0,1129885.0,,281002.0,157335.0,0.53,0.53,,740.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-28,1450900.0,1450900.0,,321015.0,187769.0,0.68,0.68,,883.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-29,1668032.0,1656851.0,,217132.0,203165.0,0.78,0.78,,956.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-30,2003211.0,1923813.0,,335179.0,209348.0,0.94,0.91,,985.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-01-31,2074059.0,2046523.0,,70848.0,209905.0,0.98,0.96,,988.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-02-01,2124307.0,2107624.0,,50248.0,203386.0,1.0,0.99,,957.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-02-02,2292551.0,2292551.0,,168244.0,206238.0,1.08,1.08,,970.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-02-03,2521704.0,2521704.0,,229153.0,198831.0,1.19,1.19,,935.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-02-04,3073057.0,3073057.0,,551353.0,231737.0,1.45,1.45,,1090.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-02-05,3074906.0,3074906.0,,1849.0,200982.0,1.45,1.45,,946.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-02-06,3401383.0,3399421.0,1962.0,326477.0,199739.0,1.6,1.6,0.0,940.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-02-07,3553681.0,3534004.0,19677.0,152298.0,211375.0,1.67,1.66,0.01,994.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Brazil,BRA,2021-02-08,3605538.0,3579850.0,25688.0,51857.0,211604.0,1.7,1.68,0.01,996.0,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/
Bulgaria,BGR,2020-12-29,1719.0,1719.0,,,,0.02,0.02,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,2020-12-30,4608.0,4608.0,,2889.0,2889.0,0.07,0.07,,416.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,2020-12-31,,,,,1477.0,,,,213.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
Bulgaria,BGR,2021-01-01,4739.0,4739.0,,,1007.0,0.07,0.07,,145.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
